ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
940CE2E786451F93,classic_bike,2022-04-06T09:05:03Z,2022-04-06T09:15:18Z,Amsterdam Ave & W 82 St,7360.1,E 56 St & Madison Ave,6732.01,40.78524672,-73.97667321,40.761573,-73.972628,member
578E4864EF516B49,electric_bike,2022-04-26T15:46:38Z,2022-04-26T15:57:06Z,Schermerhorn St & Court St,4565.04,Reade St & Broadway,5247.1,40.69102925677968,-73.99183362722397,40.71450451,-74.00562789,member
F62BE435F12E6763,electric_bike,2022-04-16T18:51:39Z,2022-04-16T19:09:42Z,Eastern Pkwy & Franklin Ave,3919.07,Myrtle Ave & Marcy Ave,4707.03,40.6707767,-73.9576801,40.69539817,-73.94954908,member
BFFACB453D55DD9C,classic_bike,2022-04-05T08:47:36Z,2022-04-05T08:56:49Z,St Marks Pl & 4 Ave,4249.1,Fulton St & Adams St,4637.06,40.68177810928762,-73.97988975048065,40.692418292578466,-73.98949474096298,member
CBBA4A624BB4ED5A,classic_bike,2022-04-29T16:02:03Z,2022-04-29T16:21:10Z,E 41 St & Madison Ave (SE corner),6432.1,MacDougal St & Washington Sq,5797.01,40.752049,-73.979635,40.73226398,-73.99852205,casual
FE03F2875DE93CE7,classic_bike,2022-04-23T12:58:11Z,2022-04-23T13:21:31Z,Sands St & Jay St,4821.03,S 4 St & Wythe Ave,5204.05,40.700119,-73.9862,40.71285887,-73.96590294,casual
FF4C15626D047785,classic_bike,2022-04-18T06:11:49Z,2022-04-18T06:16:36Z,E 53 St & Lexington Ave,6617.09,E 47 St & 1 Ave,6498.09,40.75828065,-73.97069431,40.75206862,-73.96784384,member
74F09D08A10FFA13,classic_bike,2022-04-07T17:12:55Z,2022-04-07T17:18:20Z,Washington Pl & Broadway,5755.01,E 11 St & 3 Ave,5788.16,40.72903917,-73.99404649,40.73127,-73.98849,member
C88F0E490850A3A8,electric_bike,2022-04-14T20:15:23Z,2022-04-14T20:35:39Z,University Pl & E 14 St,5905.14,Maiden Ln & Pearl St,5065.1,40.734814,-73.992085,40.70706456,-74.00731853,casual
2A674327E3DEBE5A,electric_bike,2022-04-19T09:35:40Z,2022-04-19T10:02:40Z,7 Ave & 40 St,3266.01,Jay St & York St,4895.09,40.648169,-74.000057,40.70140317257725,-73.98672670125961,member
D572D130C61322B2,classic_bike,2022-04-17T14:52:40Z,2022-04-17T15:04:07Z,DeKalb Ave & Hudson Ave,4513.06,Clinton Ave & Flushing Ave,4762.04,40.689888,-73.981013,40.69794,-73.96986848,member
1C9DA5601F565920,electric_bike,2022-04-14T13:24:37Z,2022-04-14T13:59:31Z,Water St & Main St,4936.14,Centre St & Worth St,5279.03,40.703212,-73.990409,40.71494807,-74.00234482,casual
1546DD4961465705,classic_bike,2022-04-16T12:46:06Z,2022-04-16T13:02:21Z,Washington Ave & Greene Ave,4419.03,Front St & Jay St,4895.03,40.68650065,-73.96563307,40.702461,-73.986842,member
09D0961119C8296E,electric_bike,2022-04-14T13:22:03Z,2022-04-14T14:26:23Z,Eastern Pkwy & Washington Ave,3928.08,Columbia Heights & Cranberry St,4829.01,40.6716493,-73.9631145,40.70037867,-73.99548059,casual
A50E0A474541FC89,classic_bike,2022-04-23T09:23:23Z,2022-04-23T09:48:54Z,Christopher St & Greenwich St,5847.01,8 Ave & W 52 St,6816.07,40.73291553,-74.00711384,40.76370739,-73.9851615,casual
48128AE0927C3D9F,electric_bike,2022-04-27T19:41:18Z,2022-04-27T20:04:38Z,Adam Clayton Powell Blvd & W 141 St,7893.05,Adam Clayton Powell Blvd & W 141 St,7893.05,40.819241,-73.941057,40.819241,-73.941057,member
8D61359CEA131DEC,classic_bike,2022-04-29T10:47:37Z,2022-04-29T10:51:57Z,E 9 St & 5 Ave,5872.1,E 4 St & 2 Ave,5593.04,40.73275887045087,-73.99581670761108,40.7262807,-73.98978041,member
0CD45615FA4FA0DF,classic_bike,2022-04-27T13:35:11Z,2022-04-27T13:41:21Z,W 26 St & 10 Ave,6382.05,W 24 St & 7 Ave,6257.03,40.749717753,-74.002950346,40.74487634,-73.99529885,member
978FCDC8046B1AE6,electric_bike,2022-04-30T16:51:22Z,2022-04-30T16:57:28Z,6 Ave & 12 St,3803.05,29 St & 5 Ave,3523.06,40.6663181,-73.9854617,40.656986,-73.998194,casual
87E78D718ED2C6BE,classic_bike,2022-04-16T12:25:38Z,2022-04-16T12:29:58Z,W 87 St & West End Ave,7484.05,W 84 St & Columbus Ave,7382.04,40.789622,-73.97757,40.78499979,-73.97283406,member
0BC93E5CF8BC0BAC,electric_bike,2022-04-15T15:19:03Z,2022-04-15T15:39:37Z,Devoe St & Lorimer St,5259.06,Central Ave & Woodbine St,4632.1,40.71335226222875,-73.9491033554077,40.69296,-73.91605,member
48BBCCEA07269EB1,classic_bike,2022-04-01T18:28:58Z,2022-04-01T18:33:21Z,Hudson St & W 13 St,6115.06,W 22 St & 8 Ave,6224.03,40.74005708567285,-74.0052741765976,40.74475148,-73.99915362,member
5BC50C3FB57A4CBE,classic_bike,2022-04-08T09:54:00Z,2022-04-08T10:11:27Z,E 17 St & Broadway,5980.07,Washington Pl & Broadway,5755.01,40.73704984,-73.99009296,40.72903917,-73.99404649,member
EC87F45197BA9812,electric_bike,2022-04-18T13:34:20Z,2022-04-18T13:37:27Z,Orchard St & Grand St,5343.11,Rivington St & Ridge St,5406.02,40.717318403855785,-73.99067759513855,40.71850211,-73.98329859,member
CD004F71B06D521D,classic_bike,2022-04-06T15:35:36Z,2022-04-06T15:40:33Z,Nassau Ave & Newell St,5623.03,Driggs Ave & N 9 St,5411.08,40.724812564400175,-73.94752621650696,40.71816969454208,-73.95520135760307,member
5241F644475C8108,electric_bike,2022-04-22T15:40:13Z,2022-04-22T16:04:26Z,E 7 St & Ave C,5545.01,King St & Varick St,5687.11,40.72412944090093,-73.97901266813278,40.72789701409023,-74.00536268949507,member
12C2E5D21199A454,classic_bike,2022-04-17T11:10:44Z,2022-04-17T11:19:39Z,E 44 St & 2 Ave,6422.09,E 33 St & 5 Ave,6322.01,40.75118387463277,-73.97138714790344,40.74765947,-73.98490707,casual
34B2639552EC788C,electric_bike,2022-04-04T13:51:56Z,2022-04-04T13:52:54Z,Washington Square E,5755.09,Washington Square E,5755.09,40.73049393,-73.9957214,40.73049393,-73.9957214,member
5B9E92798817D0C0,classic_bike,2022-04-09T02:50:16Z,2022-04-09T02:54:20Z,West Broadway & Watts St,5569.07,Sullivan St & Washington Sq,5721.01,40.72323,-74.00314,40.73047747,-73.99906065,member
851013CD5743F44C,electric_bike,2022-04-15T19:47:53Z,2022-04-15T20:08:39Z,Delancey St & Eldridge St,5414.07,Monroe St & Tompkins Ave,4434.06,40.719383,-73.991479,40.686203,-73.944694,member
228F1BFCE810A03C,classic_bike,2022-04-13T11:41:25Z,2022-04-13T11:51:08Z,Leonard St & Maujer St,5148.03,Union Ave & Jackson St,5300.06,40.7103685423523,-73.94705951213837,40.7160751,-73.952029,member
CD43F127F2C148D8,classic_bike,2022-04-02T14:47:11Z,2022-04-02T15:09:16Z,2 Ave & E 31 St,6197.02,Clinton St & Grand St,5303.06,40.74290902,-73.97706058,40.71559509,-73.9870295,member
BCA9FBE2F013933B,electric_bike,2022-04-22T13:50:02Z,2022-04-22T13:54:49Z,Grand Army Plaza & Plaza St West,4010.15,7 Ave & Park Pl,4125.07,40.6729679,-73.97087984,40.6776147,-73.97324283,member
1BEF898F7F03C310,classic_bike,2022-04-23T15:31:59Z,2022-04-23T15:34:54Z,Irving Ave & Palmetto St,4775.01,Knickerbocker Ave & Hancock St,4663.02,40.698,-73.9127,40.69385,-73.90974,member
4B9E04468934303B,classic_bike,2022-04-22T08:05:19Z,2022-04-22T08:21:23Z,Sands St & Jay St,4821.03,Grand St & Elizabeth St,5382.06,40.700119,-73.9862,40.718822,-73.99596,member
8E10DFF1DA391D03,classic_bike,2022-04-14T22:20:23Z,2022-04-14T22:26:12Z,W 21 St & 6 Ave,6140.05,8 Ave & W 38 St,6526.05,40.74173969,-73.99415556,40.75461,-73.99177,member
E38D1C2834CF438C,classic_bike,2022-04-09T09:46:12Z,2022-04-09T09:55:15Z,7 Ave S & Bleecker St,5805.07,Hudson St & N Moore St,5470.13,40.73213896287381,-74.00363802909851,40.71988799798129,-74.0086269378662,casual
14FF9D84A710E01E,classic_bike,2022-04-24T15:02:58Z,2022-04-24T15:21:43Z,5 Ave & E 72 St,7100.07,2 Ave & E 72 St,6925.09,40.77282817,-73.96685276,40.7687620293096,-73.95840793848038,member
8BB6B523B95936BB,classic_bike,2022-04-13T16:44:58Z,2022-04-13T16:53:12Z,E 3 St & 1 Ave,5553.03,Barrow St & Hudson St,5805.05,40.72467721,-73.98783413,40.73172428,-74.00674436,member
EDB0F1EEF314DC75,classic_bike,2022-04-09T16:44:17Z,2022-04-09T17:02:13Z,University Pl & E 14 St,5905.14,E 17 St & Broadway,5980.07,40.734814,-73.992085,40.73704984,-73.99009296,member
124B6C05C36CC4E7,electric_bike,2022-04-04T21:36:01Z,2022-04-04T21:48:20Z,Forsyth St\t& Grand St,5382.07,Barclay St & Church St,5216.04,40.71779817737835,-73.99316132068634,40.71291224,-74.01020234,member
47535DD509327D05,electric_bike,2022-04-23T15:10:32Z,2022-04-23T15:25:40Z,1 Ave & E 39 St,6303.01,E 2 St & Avenue A,5553.1,40.74714,-73.97113,40.72307749068673,-73.98583620786667,member
3256F420026B02E2,electric_bike,2022-04-28T12:50:22Z,2022-04-28T12:57:04Z,S 4 St & Wythe Ave,5204.05,N 12 St & Bedford Ave,5450.04,40.71285887,-73.96590294,40.72079821,-73.95484712,member
5D48D1387D387318,classic_bike,2022-04-25T18:05:08Z,2022-04-25T18:13:35Z,West St & Chambers St,5329.03,Albany St & Greenwich St,5145.02,40.71754834,-74.01322069,40.709267,-74.013247,casual
807C6EDE27BEFE03,classic_bike,2022-04-21T19:06:27Z,2022-04-21T19:18:06Z,E 10 St & Avenue A,5659.05,King St & Varick St,5687.11,40.72740794,-73.98142006,40.72789701409023,-74.00536268949507,casual
C82DAF568927364E,classic_bike,2022-04-20T22:25:45Z,2022-04-20T22:32:31Z,Orchard St & Grand St,5343.11,E 5 St & Ave A,5626.06,40.717318403855785,-73.99067759513855,40.72479007746337,-73.98430064320564,member
369EE5FB4848202E,classic_bike,2022-04-14T16:22:44Z,2022-04-14T16:38:35Z,E 41 St & Madison Ave (SE corner),6432.1,W 22 St & 8 Ave,6224.03,40.752049,-73.979635,40.74475148,-73.99915362,casual
1AF569D6F8D976D4,classic_bike,2022-04-16T09:25:41Z,2022-04-16T09:47:50Z,E 106 St & Lexington Ave,7504.18,Central Park West & W 76 St,7253.04,40.791976,-73.945993,40.77896784,-73.97374737,casual
11DF15BF56598DAF,classic_bike,2022-04-24T15:38:56Z,2022-04-24T15:52:08Z,5 Ave & E 72 St,7100.07,East End Ave & E 86 St,7113.08,40.77282817,-73.96685276,40.77518615,-73.94446054,casual
F7363D8963C72051,docked_bike,2022-04-21T09:12:02Z,2022-04-21T09:31:04Z,Adam Clayton Powell Blvd & W 126 St,7738.04,Central Park W & W 91 St,7453.01,40.809495,-73.947765,40.788665,-73.966801,casual
8F0747D72831A61F,electric_bike,2022-04-01T16:56:38Z,2022-04-01T17:07:00Z,Broadway & W 53 St,6779.05,W 26 St & 8 Ave,6297.02,40.76344058,-73.98268129,40.74734825,-73.99723551,member
67C8972C8E14BF9C,electric_bike,2022-04-22T19:09:34Z,2022-04-22T19:33:57Z,Halsey St & Tompkins Ave,4319.07,Bayard St & Baxter St,5351.03,40.6823687,-73.944118,40.71602118,-73.99974372,member
